,Name,Gender
1325,ماثلة,Female
1326,ماجدة,Female
1327,مازنة,Female
1328,ماسة,Female
1329,مآل,Female
1330,مانعة,Female
1331,مبتغى,Female
1332,مبروكة,Female
1333,مثال,Female
1334,محاسن,Female
1335,محجوبة,Female
1336,محفوظة,Female
1337,مخدومة,Female
1338,مديحة,Female
1339,مرام,Female
1340,مرايا,Female
1341,مرجوة,Female
1342,مرحة,Female
1343,مرجانة,Female
1344,مرزوقة,Female
1345,مرغوبة,Female
1346,مرمر,Female
1347,مرهوبة,Female
1348,مروة,Female
1349,مزايا,Female
1350,مزنة,Female
1351,مزينة,Female
1352,مستعينة,Female
1353,مستهام,Female
1354,مسرة,Female
1355,مسيكة,Female
1356,مشتهى,Female
1357,مشكورة,Female
1358,مشيرة,Female
1359,مطلوبة,Female
1360,مظلومة,Female
1361,معزّة,Female
1362,معزوزة,Female
1363,مغاني,Female
1364,مفلحة,Female
1365,مقبلة,Female
1366,مقدّس,Female
1367,مقصودة,Female
1368,مكرم,Female
1369,ملاب,Female
1370,ملاطف,Female
1371,ملساء,Female
1372,ملكة,Female
1373,مُليكة,Female
1374,ممدوحة,Female
1375,منى,Female
1376,مناصف,Female
1377,مَنال,Female
1378,منثورة,Female
1379,منشودة,Female
1380,منظومة,Female
1381,منيبة,Female
1382,منيرة,Female
1383,مها,Female
1384,مهدية,Female
1385,موافقة,Female
1386,موجودة,Female
1387,موفقة,Female
1388,موهوبة,Female
1389,ميَّا,Female
1390,ميادة,Female
1391,ميسم,Female
1392,ميساء,Female
1393,ميسرة,Female
1394,ميمونة,Female
1395,نائدة,Female
1396,نابغة,Female
1397,ناجحة,Female
1398,نادرة,Female
1399,ناريمان,Female
1400,ناشئة,Female
1401,ناشطة,Female
1402,ناصرة,Female
1403,ناصفة,Female
1404,ناظرة,Female
1405,ناعمة,Female
1406,نافحة,Female
1407,نافعة,Female
1408,نافية,Female
1409,ناهد,Female
1410,ناهضة,Female
1411,ناهلة,Female
1412,نايفة,Female
1413,نباله,Female
1414,نباه,Female
1415,نبلة,Female
1416,نبيلة,Female
1417,نتيجة,Female
1418,نجابة,Female
1419,نجاة,Female
1420,نجلا,Female
1421,نجوى,Female
1422,نجوة,Female
1423,نجيحة,Female
1424,نجيمة,Female
1425,نخوة,Female
1426,نداء,Female
1427,نديدة,Female
1428,ندية,Female
1429,نردين,Female
1430,نزهة,Female
1431,نسار,Female
1432,نسمات,Female
1433,نسيبة,Female
1434,نُسيكة,Female
1435,نشامة,Female
1436,نشوانة,Female
1437,نشيدة,Female
1438,نصيحة,Female
1439,نَضار,Female
1440,نظيمة,Female
1441,نظيفة,Female
1442,نُعمى,Female
1443,نُعمة,Female
1444,نعيمة,Female
1445,نغمة,Female
1446,نفل,Female
1447,نقاوت,Female
1448,نقية,Female
1449,نمرة,Female
1450,نهى,Female
1451,نهاد,Female
1452,نهايت,Female
1453,نهلى,Female
1454,نوار,Female
1455,نوال,Female
1456,نوَر,Female
1457,نورالصباح,Female
1458,نوره,Female
1459,نورية,Female
1460,نوفة,Female
1461,نيروز,Female
1462,نآد,Female
1463,نائلة,Female
1464,ناثرة,Female
1465,ناجية,Female
1466,نادية,Female
1467,نازك,Female
1468,ناشدة,Female
1469,ناصحة,Female
1470,ناصعة,Female
1471,ناضرة,Female
1472,ناظمة,Female
1473,ناغية,Female
1474,نافذة,Female
1475,ناقلة.,Female
1476,نامية,Female
1477,ناهزة,Female
1478,ناهل,Female
1479,ناهية,Female
1480,نبال,Female
1481,نباهة,Female
1482,نبراس,Female
1483,نبوغ,Female
1484,نبيهة,Female
1485,نجا,Female
1486,نجاح,Female
1487,نجاد,Female
1488,نجمة,Female
1489,نجود,Female
1490,نجيبة,Female
1491,نجيدة,Female
1492,نجية,Female
1493,ندى,Female
1494,ندرة,Female
1495,نديمة,Female
1496,نرجس,Female
1497,نزاكة,Female
1498,نزيهة,Female
1499,نسرين,Female
1500,نسمة,Female
1501,نُسَيبة,Female
1502,نُسيمة,Female
1503,نشوى,Female
1504,نشوة,Female
1505,نشيطة,Female
1506,نصيرة,Female
1507,نظام,Female
1508,نظيرة,Female
1509,نَعم,Female
1510,نعمة,Female
1511,نعناعة,Female
1512,نغم,Female
1513,نفحة,Female
1514,نفيسة,Female
1515,نقايا,Female
1516,نمراء,Female
1517,نمساء,Female
1518,نها,Female
1519,نهال,Female
1520,نهفة,Female
1521,نهيدة,Female
1522,نوارة,Female
1523,نور,Female
1524,نورالزمان,Female
1525,نورالهدى,Female
1526,نوره,Female
1527,نوف,Female
1528,نويره,Female
1529,هاتفة,Female
1530,هادية,Female
1531,هاشمة,Female
1532,هامسة,Female
1533,هانية,Female
1534,هتاف,Female
1535,هدى,Female
1536,هدايا,Female
1537,هدبا,Female
1538,هدلا,Female
1539,هدية,Female
1540,هفاف,Female
1541,هلال,Female
1542,همسة,Female
1543,هناة,Female
1544,هنادي,Female
1545,هفوف,Female
1546,هوى,Female
1547,هوايا,Female
1548,هوذة,Female
1549,هويدة,Female
1550,هيام,Female
1551,هيبة,Female
1552,هيفاء,Female
1553,هيمانة,Female
1554,هائلة,Female
1555,هاجر,Female
1556,هازجة,Female
1557,هالة,Female
1558,هامة,Female
1559,هبة,Female
1560,هتوف,Female
1561,هداد,Female
1562,هدايات,Female
1563,هدراء,Female
1564,هدنى,Female
1565,هزار,Female
1566,هلا,Female
1567,همساء,Female
1568,هناء,Female
1569,هنادة,Female
1570,هِند,Female
1571,هنيدة,Female
1572,هوادة,Female
1573,هودة,Female
1574,هونة,Female
1575,هوينا,Female
1576,هيبانة,Female
1577,هيجمانة,Female
1578,هيلمان,Female
1579,وابلة,Female
1580,واجدة,Female
1581,وارفة,Female
1582,واسلة,Female
1583,واصبة,Female
1584,واضحة,Female
1585,وافرة,Female
1586,وجدان,Female
1587,وجُود,Female
1588,وجيزة,Female
1589,وحيدة,Female
1590,وداد,Female
1591,ودود,Female
1592,وديعة,Female
1593,وردية,Female
1594,وسادة,Female
1595,وسام,Female
1596,وسن,Female
1597,وسيلة,Female
1598,وشاح,Female
1599,وصفاء,Female
1600,وصفية,Female
1601,وضاء,Female
1602,وضحة,Female
1603,وطفاء,Female
1604,وفاء,Female
1605,وفاق,Female
1606,وفيرة,Female
1607,وفية,Female
1608,ولادة,Female
1609,ولهى,Female
1610,ولوع,Female
1611,ونية,Female
1612,وهيبة,Female
1613,وئام,Female
1614,واثقة,Female
1615,وادعة,Female
1616,وازعة,Female
1617,واصلة,Female
1618,واصفة,Female
1619,وافدة,Female
1620,والهة,Female
1621,وجدة,Female
1622,وجيدة,Female
1623,وجيهة,Female
1624,وادع,Female
1625,ودادة,Female
1626,وديدة,Female
1627,وردة,Female
1628,ورود,Female
1629,وساطة,Female
1630,وسامة,Female
1631,وسناء,Female
1632,وسيمة,Female
1633,وصال,Female
1634,وصفه,Female
1635,وصيفة,Female
1636,وِضاح,Female
1637,وضوح,Female
1638,وعد,Female
1639,وفادة,Female
1640,وفقيه,Female
1641,وفيقة,Female
1642,ولاء,Female
1643,ولع,Female
1644,ولهانة,Female
1645,ولية,Female
1646,وهاد,Female
1647,وهية,Female
1648,ياسمين,Female
1649,ياقوتة,Female
1650,يامنة,Female
1651,يُسر,Female
1652,يسرى,Female
1653,يقظى,Female
1654,يقظة,Female
1655,يُمن,Female
1656,ياسرة,Female
1657,يافعة,Female
1658,ياممة,Female
1659,يسارة,Female
1660,يُسر,Female
1661,يُسراء,Female
1662,يقظانة,Female
1663,يمامة,Female
1664,يُمنى,Female
